gene,transcript,contrast,estimate,SE,df,t.ratio,p.value.corrected
FBgn0024362,FBtr0070209,control - up,0.09457286,0.128133968,269,0.738077976,0.977007181
FBgn0024362,FBtr0310619,down - control,0.448684273,0.129298465,269,3.470143835,0.007895734
FBgn0024362,FBtr0310619,down - up,0.22671428,0.128378166,269,1.765987847,0.489562122
FBgn0024362,FBtr0310619,control - up,-0.221969993,0.12952842,269,-1.713677914,0.523933031
FBgn0024361,FBtr0070211,down - control,0.20657929,0.194119328,268,1.064187124,0.895104643
FBgn0024361,FBtr0070211,down - up,0.711270236,0.194763148,268,3.651975459,0.004195739
FBgn0024361,FBtr0070211,control - up,0.504690946,0.195864982,268,2.576728836,0.106622871
FBgn0024361,FBtr0303284,down - control,-0.067434277,0.19374309,268,-0.348060296,0.999322544
FBgn0024361,FBtr0303284,down - up,-0.131455225,0.193724271,268,-0.678568688,0.984187364
FBgn0024361,FBtr0303284,control - up,-0.064020947,0.194653284,268,-0.328897339,0.999485872
FBgn0024987,FBtr0339773,down - control,-0.074996696,0.094022459,268,-0.797646615,0.967740556
FBgn0024987,FBtr0339773,down - up,0.086402186,0.094174927,268,0.917464857,0.941812561
FBgn0024987,FBtr0339773,control - up,0.161398882,0.094551952,268,1.706986245,0.5283604
FBgn0024987,FBtr0339774,down - control,-0.073322866,0.092813139,268,-0.790005236,0.969054652
FBgn0024987,FBtr0339774,down - up,-0.007586548,0.09282105,268,-0.081733059,0.999999484
FBgn0024987,FBtr0339774,control - up,0.065736317,0.093303533,268,0.704542639,0.981290656
FBgn0052813,FBtr0070219,down - control,-0.256754604,0.218536575,812,-1.174881613,0.999490734
FBgn0052813,FBtr0070219,down - up,-0.225558199,0.218928467,812,-1.03028264,0.999912551
FBgn0052813,FBtr0070219,control - up,0.031196405,0.219190854,812,0.142325303,1
FBgn0052813,FBtr0330319,down - control,0.013491368,0.214503069,812,0.062895919,1
FBgn0052813,FBtr0330319,down - up,0.079752247,0.214537752,812,0.371739922,1
FBgn0052813,FBtr0330319,control - up,0.066260879,0.215663646,812,0.307241766,1
FBgn0052813,FBtr0330320,down - control,0.05507054,0.223932795,812,0.245924409,1
FBgn0052813,FBtr0330320,down - up,-0.031743069,0.223726563,812,-0.141883327,1
FBgn0052813,FBtr0330320,control - up,-0.086813609,0.224754687,812,-0.386259396,1
FBgn0052813,FBtr0342735,down - control,0.046009313,0.215411004,812,0.213588501,1
FBgn0052813,FBtr0342735,down - up,0.204926623,0.215539072,812,0.950763225,0.999971724
FBgn0052813,FBtr0342735,control - up,0.158917309,0.216608755,812,0.7336606,0.999999397
FBgn0052813,FBtr0342736,down - control,0.032383781,0.223723704,812,0.144748992,1
FBgn0052813,FBtr0342736,down - up,-0.836925691,0.220867096,812,-3.789272857,0.018767062
FBgn0052813,FBtr0342736,control - up,-0.869309472,0.222200829,812,-3.912269263,0.011955092
FBgn0052813,FBtr0342737,down - control,-0.329391385,0.217367919,812,-1.515363381,0.989448785
FBgn0052813,FBtr0342737,down - up,-0.195453391,0.217618316,812,-0.898147705,0.999987552
FBgn0052813,FBtr0342737,control - up,0.133937995,0.218040469,812,0.614280437,0.999999962
FBgn0024360,FBtr0070236,down - control,-0.109281138,0.06270837,268,-1.742688234,0.50482622
FBgn0024360,FBtr0070236,down - up,0.02091634,0.062957254,268,0.33223081,0.999459952
FBgn0024360,FBtr0070236,control - up,0.130197478,0.062939523,268,2.068612399,0.306997689
FBgn0024360,FBtr0070237,down - control,0.112269227,0.061251486,268,1.832922499,0.446377751
FBgn0024360,FBtr0070237,down - up,-0.02617973,0.061140138,268,-0.428192199,0.998156302
FBgn0024360,FBtr0070237,control - up,-0.138448957,0.061483358,268,-2.251811907,0.217904043
FBgn0024366,FBtr0070238,down - control,0.03740537,0.273042247,268,0.136994806,0.999993221
FBgn0024366,FBtr0070238,down - up,0.321045462,0.273957234,268,1.171881674,0.849896787
FBgn0024366,FBtr0070238,control - up,0.283640092,0.275273099,268,1.030395245,0.90738852
FBgn0024366,FBtr0342730,down - control,0.403161007,0.273567859,268,1.473714813,0.681352337
FBgn0024366,FBtr0342730,down - up,0.174317197,0.273032696,268,0.638448067,0.987998728
FBgn0024366,FBtr0342730,control - up,-0.22884381,0.27536999,268,-0.831041212,0.96153976
FBgn0025641,FBtr0070239,down - control,-0.219060587,0.114947021,404,-1.905752618,0.610162601
FBgn0025641,FBtr0070239,down - up,0.048456781,0.115712544,404,0.418768611,0.999974044
FBgn0025641,FBtr0070239,control - up,0.267517368,0.115699872,404,2.312166496,0.33719885
FBgn0025641,FBtr0070241,down - control,0.086684755,0.110949986,404,0.781295776,0.99731903
FBgn0025641,FBtr0070241,down - up,0.009782968,0.110939294,404,0.088183072,1
FBgn0025641,FBtr0070241,control - up,-0.076901787,0.111550462,404,-0.689390129,0.998902467
FBgn0025641,FBtr0303264,down - control,-0.237759468,0.117148923,404,-2.029548909,0.523589263
FBgn0025641,FBtr0303264,down - up,-0.032512003,0.117541759,404,-0.276599593,0.99999898
FBgn0025641,FBtr0303264,control - up,0.205247465,0.117422795,404,1.747935441,0.716265302
FBgn0261444,FBtr0070249,down - control,-0.08548201,0.149345436,404,-0.572377786,0.999720783
FBgn0261444,FBtr0070249,down - up,0.055926223,0.149770701,404,0.373412308,0.999989315
FBgn0261444,FBtr0070249,control - up,0.141408233,0.149583629,404,0.945345648,0.990145926
FBgn0261444,FBtr0330206,down - control,0.013004478,0.139554914,404,0.093185382,1
FBgn0261444,FBtr0330206,down - up,-0.056578991,0.13976273,404,-0.404821735,0.999980017
FBgn0261444,FBtr0330206,control - up,-0.069583469,0.138911727,404,-0.500918608,0.999897733
FBgn0261444,FBtr0336978,down - control,0.062866617,0.137876523,404,0.455963173,0.999950076
FBgn0261444,FBtr0336978,down - up,0.061400025,0.137763635,404,0.445691092,0.999958079
FBgn0261444,FBtr0336978,control - up,-0.001466592,0.137664125,404,-0.010653406,1
FBgn0040366,FBtr0070250,down - control,-0.042243802,0.066824673,268,-0.632158746,0.988528115
FBgn0040366,FBtr0070250,down - up,0.002249383,0.066971658,268,0.033587081,0.999999994
FBgn0040366,FBtr0070250,control - up,0.044493184,0.066859609,268,0.665471792,0.985516838
FBgn0040366,FBtr0345522,down - control,0.223201269,0.093255371,268,2.393441429,0.162215894
FBgn0040366,FBtr0345522,down - up,-0.081918925,0.089290326,268,-0.917444566,0.941817846
FBgn0040366,FBtr0345522,control - up,-0.305120194,0.091917146,268,-3.319513366,0.013013704
FBgn0026872,FBtr0070253,down - control,-0.040831864,0.106310318,404,-0.384081852,0.999986702
FBgn0026872,FBtr0070253,down - up,-0.246193623,0.106145936,404,-2.319388132,0.332882903
FBgn0026872,FBtr0070253,control - up,-0.205361759,0.105680593,404,-1.943230581,0.58403103
FBgn0026872,FBtr0339576,down - control,0.071268513,0.104685666,404,0.68078578,0.998997935
FBgn0026872,FBtr0339576,down - up,0.079803093,0.104675105,404,0.762388468,0.997744339
FBgn0026872,FBtr0339576,control - up,0.00853458,0.105122197,404,0.081187228,1
FBgn0026872,FBtr0339577,down - control,0.269288658,0.105267867,404,2.55812782,0.207935647
FBgn0026872,FBtr0339577,down - up,0.29776253,0.105986275,404,2.809444246,0.115761058
FBgn0026872,FBtr0339577,control - up,0.028473872,0.105965063,404,0.268709999,0.999999188
FBgn0260986,FBtr0070258,down - control,0.133870603,0.22190575,268,0.603276855,0.990740108
FBgn0260986,FBtr0070258,down - up,0.021060427,0.21949379,268,0.095949992,0.999998851
FBgn0260986,FBtr0070258,control - up,-0.112810175,0.221772784,268,-0.50867457,0.995817149
FBgn0260986,FBtr0452078,down - control,0.512471461,0.177950735,268,2.879850211,0.048722783
FBgn0260986,FBtr0452078,down - up,0.19432987,0.176205768,268,1.102857596,0.879922791
FBgn0260986,FBtr0452078,control - up,-0.318141591,0.18008053,268,-1.766662904,0.489127482
FBgn0025381,FBtr0070259,down - control,0.027583884,0.033598961,268,0.820974322,0.963488794
FBgn0025381,FBtr0070259,down - up,0.043323629,0.033596845,268,1.289514788,0.790634116
FBgn0025381,FBtr0070259,control - up,0.015739744,0.033714346,268,0.466855997,0.997213662
FBgn0025381,FBtr0339589,down - control,0.069524682,0.040323714,268,1.72416365,0.517017699
FBgn0025381,FBtr0339589,down - up,-0.025367326,0.040091833,268,-0.632730524,0.988480715
FBgn0025381,FBtr0339589,control - up,-0.094892009,0.040133694,268,-2.364397584,0.172698982
FBgn0283451,FBtr0070263,down - control,0.019385473,0.063367344,268,0.305922135,0.999639104
FBgn0283451,FBtr0070263,down - up,0.01511626,0.063372113,268,0.238531726,0.999893824
FBgn0283451,FBtr0070263,control - up,-0.004269214,0.063285152,268,-0.067459955,0.999999802
FBgn0283451,FBtr0070265,down - control,0.197984567,0.064769395,268,3.056761073,0.029377433
FBgn0283451,FBtr0070265,down - up,0.104480584,0.064542309,268,1.618792171,0.586839455
FBgn0283451,FBtr0070265,control - up,-0.093503983,0.064909283,268,-1.44053328,0.702187641
FBgn0001189,FBtr0070270,down - control,0.122199194,0.156283982,268,0.781904788,0.970406259
FBgn0001189,FBtr0070270,down - up,-0.182785827,0.156176139,268,-1.170382543,0.850587865
FBgn0001189,FBtr0070270,control - up,-0.304985021,0.156985349,268,-1.942761054,0.378488475
FBgn0001189,FBtr0333115,down - control,0.22849171,0.155526013,268,1.469154297,0.684239206
FBgn0001189,FBtr0333115,down - up,0.199855173,0.15552171,268,1.285062858,0.793047952
FBgn0001189,FBtr0333115,control - up,-0.028636537,0.156386955,268,-0.183113334,0.999971317
FBgn0025391,FBtr0070277,down - control,0.14772313,0.262804376,404,0.562103008,0.999756152
FBgn0025391,FBtr0070277,down - up,-0.100146864,0.262790702,404,-0.38108983,0.999987485
FBgn0025391,FBtr0070277,control - up,-0.247869994,0.264202115,404,-0.938183232,0.990629532
FBgn0025391,FBtr0302174,down - control,-0.125614887,0.263546808,404,-0.47663217,0.999929937
FBgn0025391,FBtr0302174,down - up,-0.143972061,0.263536922,404,-0.546306986,0.99980309
FBgn0025391,FBtr0302174,control - up,-0.018357174,0.264860171,404,-0.069308927,1
FBgn0025391,FBtr0345509,down - control,0.016489203,0.264465882,404,0.062349074,1
FBgn0025391,FBtr0345509,down - up,0.219990965,0.264724274,404,0.831019239,0.99587868
FBgn0025391,FBtr0345509,control - up,0.203501762,0.266034798,404,0.764944148,0.997690331
FBgn0025390,FBtr0070284,down - control,-0.034034269,0.147389918,404,-0.230913141,0.999999755
FBgn0025390,FBtr0070284,down - up,0.020528305,0.147616207,404,0.139065389,0.999999996
FBgn0025390,FBtr0070284,control - up,0.054562574,0.148002606,404,0.368659551,0.999990327
FBgn0025390,FBtr0303587,down - control,0.051186888,0.142021581,404,0.360416264,0.999991888
FBgn0025390,FBtr0303587,down - up,0.075817762,0.142044378,404,0.533761086,0.999834675
FBgn0025390,FBtr0303587,control - up,0.024630874,0.142790821,404,0.1724962,0.999999976
FBgn0025390,FBtr0343517,down - control,0.013076546,0.151588106,404,0.086263664,1
FBgn0025390,FBtr0343517,down - up,0.0438354,0.151932056,404,0.288519761,0.999998578
FBgn0025390,FBtr0343517,control - up,0.030758855,0.152663481,404,0.20148142,0.999999917
FBgn0266284,FBtr0070297,down - control,0.079732601,0.11633403,268,0.685376422,0.983462174
FBgn0266284,FBtr0070297,down - up,0.057377499,0.116328299,268,0.493237666,0.996383546
FBgn0266284,FBtr0070297,control - up,-0.022355103,0.116915289,268,-0.191207692,0.999964453
FBgn0266284,FBtr0339578,down - control,-0.0609376,0.115895653,268,-0.525797115,0.995112381
FBgn0266284,FBtr0339578,down - up,-0.051607127,0.115913225,268,-0.445222081,0.997777835
FBgn0266284,FBtr0339578,control - up,0.009330473,0.116464274,268,0.080114464,0.999999533
FBgn0026086,FBtr0070300,down - control,-0.054107425,0.146965916,404,-0.368163083,0.999990428
FBgn0026086,FBtr0070300,down - up,0.009147865,0.147137753,404,0.062172112,1
FBgn0026086,FBtr0070300,control - up,0.06325529,0.147672097,404,0.42834964,0.999969101
FBgn0026086,FBtr0305499,down - control,-0.142104731,0.15456387,404,-0.919391643,0.991809552
FBgn0026086,FBtr0305499,down - up,-0.074755846,0.154551673,404,-0.483694831,0.999921624
FBgn0026086,FBtr0305499,control - up,0.067348885,0.154674098,404,0.435424458,0.99996495
FBgn0026086,FBtr0339272,down - control,-0.287715538,0.150424644,404,-1.912688843,0.605340473
FBgn0026086,FBtr0339272,down - up,-0.127561382,0.150630447,404,-0.846849917,0.995306647
FBgn0026086,FBtr0339272,control - up,0.160154156,0.150862824,404,1.061587948,0.979192032
FBgn0023513,FBtr0070310,down - control,0.043416802,0.283294099,269,0.153256995,0.999988154
FBgn0023513,FBtr0070310,down - up,-0.120420687,0.283253495,269,-0.425133983,0.998218695
FBgn0023513,FBtr0070310,control - up,-0.163837489,0.284730551,269,-0.575412398,0.992556741
FBgn0023513,FBtr0339600,down - control,0.225284853,0.285321499,269,0.789582464,0.96912718
FBgn0023513,FBtr0339600,down - up,1.723103474,0.302883063,269,5.68900571,4.96434497065934e-07
FBgn0023513,FBtr0339600,control - up,1.497818621,0.304591944,269,4.91745973,2.24599217547583e-05
FBgn0029594,FBtr0070313,down - control,0.034570314,0.058854754,268,0.587383545,0.99181236
FBgn0029594,FBtr0070313,down - up,0.089849207,0.05911034,268,1.520025207,0.651674715
FBgn0029594,FBtr0070313,control - up,0.055278893,0.05928996,268,0.932348293,0.937850504
FBgn0029594,FBtr0331384,down - control,0.084557074,0.05241294,268,1.613286207,0.590486774
FBgn0029594,FBtr0331384,down - up,0.063880017,0.052372176,268,1.219731965,0.826963445
FBgn0029594,FBtr0331384,control - up,-0.020677056,0.052626166,268,-0.392904482,0.998781118
FBgn0023519,FBtr0070314,down - control,0.093475573,0.047407997,269,1.971725869,0.361365035
FBgn0023519,FBtr0070314,down - up,0.039190355,0.047396547,269,0.826860974,0.962358651
FBgn0023519,FBtr0070314,control - up,-0.054285218,0.047636748,269,-1.139565979,0.864416279
FBgn0023519,FBtr0332579,down - control,0.00470951,0.048915767,269,0.096277961,0.999998832
FBgn0023519,FBtr0332579,down - up,0.026769551,0.048965183,269,0.546705827,0.994133692
FBgn0023519,FBtr0332579,control - up,0.022060041,0.049130967,269,0.449004818,0.997686285
FBgn0023508,FBtr0070317,down - control,-0.008735538,0.256156035,268,-0.034102408,0.999999993
FBgn0023508,FBtr0070317,down - up,0.046777474,0.256161884,268,0.182609032,0.999971707
FBgn0023508,FBtr0070317,control - up,0.055513011,0.257525678,268,0.215563013,0.999935625
FBgn0023508,FBtr0332586,down - control,-0.192694515,0.256613196,268,-0.75091429,0.97519471
FBgn0023508,FBtr0332586,down - up,-0.268401782,0.256602317,268,-1.045983469,0.901836207
FBgn0023508,FBtr0332586,control - up,-0.075707266,0.257876061,268,-0.293580047,0.999705038
FBgn0023522,FBtr0070318,down - control,-0.567644343,0.196493798,540,-2.888866467,0.147796149
FBgn0023522,FBtr0070318,down - up,-0.794900074,0.196228686,540,-4.050886196,0.003367378
FBgn0023522,FBtr0070318,control - up,-0.227255731,0.195129508,540,-1.164640517,0.991292188
FBgn0023522,FBtr0070319,down - control,0.055608792,0.190791236,540,0.291464081,0.999999992
FBgn0023522,FBtr0070319,down - up,0.089178369,0.190798786,540,0.467394843,0.999998773
FBgn0023522,FBtr0070319,control - up,0.033569576,0.191815967,540,0.175009291,1
FBgn0023522,FBtr0332587,down - control,0.338620767,0.191445504,540,1.768758001,0.834274235
FBgn0023522,FBtr0332587,down - up,0.096125896,0.191327568,540,0.502415294,0.999997381
FBgn0023522,FBtr0332587,control - up,-0.242494871,0.192502232,540,-1.259699009,0.983546506
FBgn0023522,FBtr0332588,down - control,-0.089078641,0.194176226,540,-0.458751529,0.999998992
FBgn0023522,FBtr0332588,down - up,-0.145889474,0.194161439,540,-0.751382326,0.999842547
FBgn0023522,FBtr0332588,control - up,-0.056810833,0.194904934,540,-0.291479708,0.999999992
FBgn0025628,FBtr0070334,down - control,-0.015224944,0.064729319,268,-0.235209401,0.999900928
FBgn0025628,FBtr0070334,down - up,0.164159739,0.064845259,268,2.531561155,0.118697571
FBgn0025628,FBtr0070334,control - up,0.179384683,0.065063906,268,2.757053706,0.067791393
FBgn0025628,FBtr0070337,down - control,-0.00380043,0.063775201,268,-0.059591026,0.999999894
FBgn0025628,FBtr0070337,down - up,0.091623227,0.063752398,268,1.437173049,0.704274561
FBgn0025628,FBtr0070337,control - up,0.095423657,0.064077998,268,1.489179752,0.671512242
FBgn0025631,FBtr0303044,down - control,0.168696899,0.122355235,541,1.378746884,0.967189594
FBgn0025631,FBtr0303044,down - up,0.0886123,0.122330857,541,0.724365892,0.999890256
FBgn0025631,FBtr0303044,control - up,-0.080084599,0.123019473,541,-0.65099124,0.999962292
FBgn0025631,FBtr0303045,down - control,-0.248767261,0.123400317,541,-2.015936965,0.682427519
FBgn0025631,FBtr0303045,down - up,0.00149985,0.123678292,541,0.012127027,1
FBgn0025631,FBtr0303045,control - up,0.250267111,0.124000168,541,2.018280415,0.680807249
FBgn0025631,FBtr0310288,down - control,-0.032464492,0.122160021,541,-0.265753817,0.999999997
FBgn0025631,FBtr0310288,down - up,0.046981548,0.122205568,541,0.384446869,0.999999846
FBgn0025631,FBtr0310288,control - up,0.07944604,0.122816788,541,0.646866285,0.999964638
FBgn0025631,FBtr0310289,down - control,-0.203171272,0.130144606,541,-1.56111942,0.922094039
FBgn0025631,FBtr0310289,down - up,0.16385807,0.132042349,541,1.240950887,0.985394698
FBgn0025631,FBtr0310289,control - up,0.367029342,0.131113838,541,2.79931812,0.183171957
FBgn0026878,FBtr0070342,down - control,0.451793943,0.19731032,268,2.289763367,0.201847438
FBgn0026878,FBtr0070342,down - up,0.403050619,0.196919477,268,2.046778842,0.318843675
FBgn0026878,FBtr0070342,control - up,-0.048743324,0.197700878,268,-0.246550871,0.99987501
FBgn0026878,FBtr0310443,down - control,0.317252189,0.196965473,268,1.610699497,0.592199535
FBgn0026878,FBtr0310443,down - up,-0.003165964,0.196806934,268,-0.016086649,1
FBgn0026878,FBtr0310443,control - up,-0.320418153,0.197254075,268,-1.624393073,0.583127265
FBgn0000667,FBtr0303048,down - control,-0.092136898,0.045964567,268,-2.004520082,0.342457071
FBgn0000667,FBtr0303048,down - up,-0.003098769,0.045983037,268,-0.067389398,0.999999803
FBgn0000667,FBtr0303048,control - up,0.089038129,0.046089628,268,1.931847434,0.385029985
FBgn0000667,FBtr0310657,down - control,0.200567541,0.04638521,268,4.323954583,0.000309777
FBgn0000667,FBtr0310657,down - up,0.049007147,0.046334302,268,1.057686103,0.897539273
FBgn0000667,FBtr0310657,control - up,-0.151560394,0.046549582,268,-3.25589161,0.0159563
FBgn0023512,FBtr0070350,down - control,0.346679231,0.313791855,268,1.104806342,0.879126175
FBgn0023512,FBtr0070350,down - up,-0.168127209,0.312867587,268,-0.537374966,0.99458707
FBgn0023512,FBtr0070350,control - up,-0.51480644,0.315885475,268,-1.629724951,0.579591818
FBgn0023512,FBtr0070351,down - control,0.043847864,0.263454721,268,0.166434154,0.999982149
